experiment,label,SPI,PFSI,TFSI,PPR,PPD
29.0,compromised,0.411,217.0,215.0,1.02,0.02
30.0,normal,0.1706,5.0,114.0,1.0,0.0
30.0,compromised,0.5875,132.0,173.0,1.05,0.05
31.0,normal,0.1924,45.0,114.0,1.0,0.0
31.0,compromised,0.3191,73.0,170.0,1.04,0.04
32.0,normal,0.1285,42.0,134.0,1.0,0.0
32.0,compromised,0.2605,127.0,200.0,1.0,0.0
33.0,normal,0.2653,1.0,108.0,1.0,0.0
33.0,compromised,0.3152,161.33,197.67,1.03,0.03
34.0,normal,0.13,43.0,115.0,1.0,0.0
34.0,compromised,0.1164,9.0,138.0,1.0,0.0
35.0,normal,0.1774,12.0,100.0,1.0,0.0
35.0,compromised,0.5989,19.5,140.5,1.0,0.0
36.0,normal,0.1528,54.0,132.0,1.0,0.0
36.0,compromised,0.4623,94.0,141.0,1.02,0.02
37.0,normal,0.148,93.0,101.0,1.0,0.0
37.0,compromised,0.9798,28.5,150.5,0.99,0.0
38.0,normal,0.0689,5.0,107.0,1.0,0.0
38.0,compromised,0.245,32.5,95.5,1.0,0.0
39.0,normal,0.1521,16.0,125.0,1.0,0.0
39.0,compromised,0.132,18.5,126.5,1.0,0.0
40.0,normal,0.1747,1.5,77.5,1.0,0.0
40.0,compromised,0.3844,165.67,190.67,1.01,0.01
41.0,normal,0.1561,25.0,96.0,1.0,0.0
41.0,compromised,0.2422,125.0,119.0,1.0,0.0
42.0,normal,0.1401,19.0,97.0,1.0,0.0
42.0,compromised,0.114,3.0,104.0,0.99,0.0
43.0,normal,0.1529,22.0,87.0,1.0,0.0
43.0,compromised,0.2681,151.0,162.0,1.04,0.04
44.0,normal,0.1083,109.0,119.0,1.0,0.0
44.0,compromised,0.1834,88.5,70.5,1.02,0.02
45.0,normal,0.1,18.0,109.0,1.0,0.0
45.0,compromised,0.0661,32.0,105.0,1.0,0.0
46.0,normal,0.4151,39.0,114.0,1.0,0.0
46.0,compromised,0.1865,99.0,157.0,0.97,0.0
47.0,normal,0.145,74.0,100.0,1.0,0.0
47.0,compromised,0.4976,59.5,102.5,1.01,0.01
48.0,normal,0.0797,55.0,121.0,1.0,0.0
48.0,compromised,0.5231,154.0,193.0,1.02,0.02
49.0,normal,0.132,89.0,105.0,1.0,0.0
49.0,compromised,0.1613,5.0,147.0,1.0,0.0
50.0,normal,0.2378,28.0,96.0,1.0,0.0
50.0,compromised,0.4134,93.5,141.5,1.02,0.02
51.0,normal,0.1275,55.0,126.0,1.0,0.0
51.0,compromised,0.2115,40.0,113.0,1.0,0.0
52.0,normal,0.1492,40.0,84.0,1.0,0.0
52.0,compromised,0.9752,40.0,117.0,1.02,0.02
53.0,normal,0.1783,22.0,81.0,1.0,0.0
53.0,compromised,0.3168,97.0,131.0,1.07,0.07
54.0,normal,0.1887,94.0,94.0,1.0,0.0
54.0,compromised,0.2773,56.5,98.5,1.0,0.0
55.0,normal,0.1449,47.0,118.0,1.0,0.0
55.0,compromised,0.1785,50.5,88.5,1.01,0.01
56.0,normal,0.1159,3.0,106.0,1.0,0.0
56.0,compromised,0.3742,150.0,195.0,1.0,0.0
57.0,normal,0.1618,0.0,0.0,0.0,0.0
57.0,compromised,0.8757,166.33,230.67,1.04,0.04
58.0,normal,0.1095,24.0,126.0,1.0,0.0
58.0,compromised,0.1102,54.0,158.0,1.01,0.01
59.0,normal,0.2035,29.0,119.0,1.0,0.0
59.0,compromised,0.3864,167.33,212.67,1.02,0.02
60.0,normal,0.2107,34.0,117.0,1.0,0.0
60.0,compromised,0.2268,113.0,158.0,1.0,0.0
61.0,normal,0.1741,26.0,96.0,1.0,0.0
61.0,compromised,0.358,4.5,100.5,1.0,0.0
62.0,normal,0.0856,30.0,124.0,1.0,0.0
62.0,compromised,0.2903,160.67,229.33,1.0,0.0
63.0,normal,0.2189,0.0,0.0,0.0,0.0
63.0,compromised,0.4779,127.33,177.33,1.0,0.0
64.0,normal,0.1128,10.0,115.0,1.0,0.0
64.0,compromised,0.1661,47.0,148.0,1.01,0.01
65.0,normal,0.182,90.0,113.0,1.0,0.0
65.0,compromised,0.7963,165.67,172.67,1.01,0.01
66.0,normal,0.2479,70.0,0.0,1.0,0.0
66.0,compromised,0.2997,121.67,188.33,1.01,0.01
67.0,normal,0.2349,93.0,116.0,1.0,0.0
67.0,compromised,0.8495,226.33,272.33,1.03,0.03
68.0,normal,0.0987,11.0,91.0,1.0,0.0
68.0,compromised,1.2763,149.33,160.67,1.03,0.03
69.0,normal,0.1759,15.0,120.0,1.0,0.0
69.0,compromised,0.4387,130.33,184.33,1.0,0.0
70.0,normal,0.1529,66.0,116.0,1.0,0.0
70.0,compromised,0.8567,128.67,189.33,1.0,0.0
71.0,normal,0.1347,44.0,127.0,1.0,0.0
71.0,compromised,0.3874,22.5,122.5,1.01,0.01
72.0,normal,0.107,45.0,98.0,1.0,0.0
72.0,compromised,0.4508,165.0,191.0,1.08,0.08
73.0,normal,0.1368,13.0,90.0,1.0,0.0
73.0,compromised,0.2677,131.0,177.0,1.01,0.01
74.0,normal,0.1282,13.0,95.0,1.0,0.0
74.0,compromised,0.9457,147.0,174.0,1.01,0.01
75.0,normal,0.129,55.0,111.0,1.0,0.0
75.0,compromised,0.4538,218.33,272.67,1.0,0.0
76.0,normal,0.268,125.0,132.0,1.0,0.0
76.0,compromised,0.1773,64.5,119.5,1.02,0.02
77.0,normal,0.1345,81.0,163.0,1.0,0.0
77.0,compromised,0.2535,168.33,198.33,1.0,0.0
78.0,normal,0.1708,38.0,86.0,1.0,0.0
78.0,compromised,0.2036,164.33,196.67,1.0,0.0
79.0,normal,0.2464,80.0,87.0,1.0,0.0
79.0,compromised,0.1356,172.33,217.67,1.0,0.0
80.0,normal,0.1585,25.5,133.5,1.0,0.0
80.0,compromised,0.1757,25.5,123.5,1.0,0.0
81.0,normal,0.194,44.5,79.5,1.0,0.0
81.0,compromised,0.4194,127.33,169.67,1.0,0.0
82.0,normal,0.1773,44.0,111.0,1.0,0.0
82.0,compromised,0.2789,54.0,114.0,1.02,0.02
83.0,normal,0.1479,39.0,135.0,1.0,0.0
83.0,compromised,0.1802,38.5,109.5,1.01,0.01
84.0,normal,0.1366,48.0,115.0,1.0,0.0
84.0,compromised,0.7207,172.33,216.67,1.0,0.0
85.0,normal,0.2743,14.0,128.0,1.0,0.0
85.0,compromised,0.3394,124.33,164.33,1.0,0.0
86.0,normal,0.0971,36.0,108.0,1.0,0.0
86.0,compromised,0.2514,140.67,175.33,1.0,0.0
87.0,normal,0.1336,8.0,127.0,1.0,0.0
87.0,compromised,0.1229,71.0,117.0,1.0,0.0
88.0,normal,0.1571,52.0,121.0,1.0,0.0
88.0,compromised,0.4942,138.33,165.33,1.0,0.0
89.0,normal,0.2475,47.0,120.0,1.0,0.0
89.0,compromised,0.2965,160.67,179.33,1.01,0.01
90.0,normal,0.2495,60.0,97.0,1.0,0.0
90.0,compromised,0.4853,142.0,199.0,1.0,0.0
91.0,normal,0.1778,20.0,110.0,1.0,0.0
91.0,compromised,0.4172,35.0,126.0,1.02,0.02
92.0,normal,0.1804,91.0,91.0,1.0,0.0
92.0,compromised,0.6645,141.33,203.67,1.0,0.0
93.0,normal,0.1315,99.0,122.0,1.0,0.0
93.0,compromised,0.2306,49.5,121.5,1.02,0.02
94.0,normal,0.0789,36.0,115.0,1.0,0.0
94.0,compromised,0.7177,187.33,220.67,1.0,0.0
95.0,normal,0.3263,52.5,100.5,1.0,0.0
95.0,compromised,0.2091,8.5,128.5,0.99,0.0
96.0,normal,0.1517,15.0,114.0,1.0,0.0
96.0,compromised,1.0049,123.33,187.67,1.0,0.0
97.0,normal,0.1664,61.0,116.0,1.0,0.0
97.0,compromised,0.16,85.5,132.5,1.01,0.01
98.0,normal,0.191,34.0,86.0,1.0,0.0
98.0,compromised,0.5179,130.0,204.0,1.0,0.0
99.0,normal,0.1548,110.0,142.0,1.0,0.0
99.0,compromised,0.3372,176.0,185.0,1.0,0.0
100.0,normal,0.1096,11.0,79.0,1.0,0.0
100.0,compromised,0.1001,192.0,217.0,0.99,0.0
101.0,normal,0.0777,93.0,131.0,1.0,0.0
101.0,compromised,0.1383,154.33,200.67,1.0,0.0
102.0,normal,0.089,42.0,100.0,1.0,0.0
102.0,compromised,0.3523,215.0,317.0,1.0,0.0
103.0,normal,0.1464,27.0,101.0,1.0,0.0
103.0,compromised,0.6059,118.33,165.67,1.07,0.07
104.0,normal,0.2146,56.5,96.5,1.0,0.0
104.0,compromised,0.8246,114.5,114.5,1.0,0.0
105.0,normal,0.1664,4.0,94.0,1.0,0.0
105.0,compromised,0.1867,3.5,109.5,1.01,0.01
106.0,normal,0.1131,32.0,111.0,1.0,0.0
106.0,compromised,0.7566,162.0,212.0,1.01,0.01
107.0,normal,0.168,15.0,113.0,1.0,0.0
107.0,compromised,0.4409,27.0,104.0,1.02,0.02
108.0,normal,0.1388,23.0,121.0,1.0,0.0
108.0,compromised,0.145,31.5,103.5,1.0,0.0
109.0,normal,0.1252,48.0,126.0,1.0,0.0
109.0,compromised,0.292,93.0,116.0,1.01,0.01
110.0,normal,0.1741,113.0,113.0,1.0,0.0
110.0,compromised,0.2702,70.0,164.0,1.02,0.02
111.0,normal,0.1392,37.0,106.0,1.0,0.0
111.0,compromised,0.1076,98.0,115.0,1.0,0.0
112.0,normal,0.161,38.0,109.0,1.0,0.0
112.0,compromised,0.2772,152.33,216.67,1.01,0.01
113.0,normal,0.1239,52.0,96.0,1.0,0.0
113.0,compromised,0.597,159.33,210.33,1.01,0.01
114.0,normal,0.0946,59.0,128.0,1.0,0.0
114.0,compromised,0.5654,177.33,250.67,1.0,0.0
115.0,normal,0.1368,66.0,131.0,1.0,0.0
115.0,compromised,0.3759,138.67,199.33,1.0,0.0
116.0,normal,0.2642,61.0,107.0,1.0,0.0
116.0,compromised,0.5293,162.67,200.33,1.02,0.02
117.0,normal,0.1814,29.0,107.0,1.0,0.0
117.0,compromised,0.4553,102.5,102.5,1.01,0.01
118.0,normal,0.1044,50.0,88.0,1.0,0.0
118.0,compromised,0.3317,30.5,120.5,1.01,0.01
119.0,normal,0.1091,41.0,121.0,1.0,0.0
119.0,compromised,0.4862,40.5,144.5,1.0,0.0
120.0,normal,0.1506,42.0,118.0,1.0,0.0
120.0,compromised,0.1025,7.0,127.0,0.99,0.0
121.0,normal,0.1032,74.0,123.0,1.0,0.0
121.0,compromised,0.4444,54.0,110.0,1.01,0.01
122.0,normal,0.1391,13.0,156.0,1.0,0.0
122.0,compromised,0.2857,3.0,127.0,1.02,0.02
123.0,normal,0.1027,57.5,121.5,1.0,0.0
123.0,compromised,0.9527,61.5,116.5,1.06,0.06
124.0,normal,0.117,70.5,126.5,1.0,0.0
124.0,compromised,0.2791,93.5,140.5,1.01,0.01
125.0,normal,0.2356,25.0,112.0,1.0,0.0
125.0,compromised,0.2106,51.0,86.0,1.0,0.0
126.0,normal,0.1813,78.5,99.5,1.0,0.0
126.0,compromised,0.4033,120.5,142.5,1.0,0.0
127.0,normal,0.1589,17.0,106.0,1.0,0.0
127.0,compromised,0.2527,69.5,90.5,1.02,0.02
128.0,normal,0.3419,73.0,101.0,1.0,0.0
128.0,compromised,0.189,68.0,103.0,0.99,0.0
129.0,normal,0.1363,7.0,103.0,1.0,0.0
129.0,compromised,0.2777,7.0,99.0,1.0,0.0
130.0,normal,0.113,20.5,127.5,1.0,0.0
130.0,compromised,0.1308,4.0,134.0,1.0,0.0
131.0,normal,0.1684,38.0,116.0,1.0,0.0
131.0,compromised,0.6798,85.5,142.5,1.02,0.02
132.0,normal,0.1825,18.0,129.0,1.0,0.0
132.0,compromised,0.3327,59.5,120.5,1.01,0.01
133.0,normal,0.2081,87.0,108.0,1.0,0.0
133.0,compromised,0.861,84.5,135.5,1.01,0.01
134.0,normal,0.2277,34.0,102.0,1.0,0.0
134.0,compromised,0.1356,28.5,118.5,1.0,0.0
135.0,normal,0.2031,18.0,128.0,1.0,0.0
135.0,compromised,0.4019,0.0,0.0,0.0,0.0
136.0,normal,0.1651,38.0,91.0,1.0,0.0
136.0,compromised,0.4662,66.5,153.5,1.0,0.0
137.0,normal,0.2224,84.0,107.0,1.0,0.0
137.0,compromised,0.3248,58.5,118.5,1.0,0.0
138.0,normal,0.1128,63.0,109.0,1.0,0.0
138.0,compromised,0.8828,0.0,0.0,0.0,0.0
139.0,normal,0.1868,66.0,108.0,1.0,0.0
139.0,compromised,0.6859,46.0,186.0,1.0,0.0
140.0,normal,0.2256,40.0,91.0,1.0,0.0
140.0,compromised,0.3463,70.5,182.5,0.99,0.0
141.0,normal,0.2552,7.0,107.0,1.0,0.0
141.0,compromised,0.2095,24.0,88.0,1.0,0.0
142.0,normal,0.1661,69.0,115.0,1.0,0.0
142.0,compromised,0.6667,86.0,115.0,1.0,0.0
143.0,normal,0.1031,7.0,118.0,1.0,0.0
143.0,compromised,0.6218,71.5,130.5,1.07,0.07
144.0,normal,0.1621,8.0,90.0,1.0,0.0
144.0,compromised,0.2079,39.5,117.5,1.03,0.03
145.0,normal,0.2537,49.0,68.0,1.0,0.0
145.0,compromised,0.5911,68.0,118.0,1.0,0.0
146.0,normal,0.1871,57.0,128.0,1.0,0.0
146.0,compromised,0.2305,68.5,149.5,1.02,0.02
147.0,normal,0.1504,85.0,131.0,1.0,0.0
147.0,compromised,0.4909,55.0,110.0,1.02,0.02
148.0,normal,0.2079,21.0,92.0,1.0,0.0
148.0,compromised,0.3769,8.0,74.0,1.01,0.01
149.0,normal,0.1675,59.0,117.0,1.0,0.0
149.0,compromised,0.3955,32.5,99.5,1.03,0.03
150.0,normal,0.2556,0.0,0.0,0.0,0.0
150.0,compromised,0.2182,55.0,95.0,0.99,0.0
151.0,normal,0.0971,24.0,124.0,1.0,0.0
151.0,compromised,0.3344,59.5,103.5,1.03,0.03
152.0,normal,0.1397,98.0,113.0,1.0,0.0
152.0,compromised,0.7881,8.5,153.5,1.0,0.0
153.0,normal,0.1208,61.0,107.0,1.0,0.0
153.0,compromised,0.1299,10.0,108.0,1.0,0.0
154.0,normal,0.2359,28.0,77.0,1.0,0.0
154.0,compromised,0.7349,77.5,77.5,1.0,0.0
155.0,normal,0.1761,76.0,101.0,1.0,0.0
155.0,compromised,0.179,53.0,97.0,1.01,0.01
156.0,normal,0.1073,30.0,97.0,1.0,0.0
156.0,compromised,0.1956,21.0,121.0,1.0,0.0
157.0,normal,0.1358,7.0,104.0,1.0,0.0
157.0,compromised,0.7081,18.5,162.5,1.0,0.0
158.0,normal,0.2672,80.0,108.0,1.0,0.0
158.0,compromised,0.2913,16.5,111.5,1.01,0.01
159.0,normal,0.1816,35.0,107.0,1.0,0.0
159.0,compromised,0.3959,18.5,118.5,1.0,0.0
160.0,normal,0.145,58.5,146.5,1.0,0.0
160.0,compromised,0.1851,42.5,132.5,1.01,0.01
161.0,normal,0.0941,4.0,160.0,1.0,0.0
161.0,compromised,0.6619,2.0,171.0,1.01,0.01
162.0,normal,0.2339,42.0,115.0,1.0,0.0
162.0,compromised,0.41,92.5,118.5,1.0,0.0
163.0,normal,0.1814,58.0,131.0,1.0,0.0
163.0,compromised,0.6178,47.0,127.0,1.0,0.0
164.0,normal,0.1678,2.0,93.0,1.0,0.0
164.0,compromised,0.2637,15.5,122.5,1.02,0.02
165.0,normal,0.0954,64.0,137.0,1.0,0.0
165.0,compromised,0.6182,28.0,131.0,1.0,0.0
166.0,normal,0.0874,23.0,142.0,1.0,0.0
166.0,compromised,1.0732,156.0,180.0,1.04,0.04
167.0,normal,0.1487,61.0,82.0,1.0,0.0
167.0,compromised,0.8283,187.0,187.0,1.06,0.06
168.0,normal,0.1187,105.0,122.0,1.0,0.0
168.0,compromised,0.3837,39.5,218.5,1.0,0.0
169.0,normal,0.1458,11.0,101.0,1.0,0.0
169.0,compromised,0.3908,65.0,106.0,1.06,0.06
170.0,normal,0.1207,44.0,112.0,1.0,0.0
170.0,compromised,0.5841,41.0,169.0,1.01,0.01
171.0,normal,0.1296,102.0,123.0,1.0,0.0
171.0,compromised,0.2184,87.0,111.0,1.01,0.01
172.0,normal,0.1698,61.5,94.5,1.0,0.0
172.0,compromised,0.2081,34.5,127.5,0.99,0.0
173.0,normal,0.1348,33.0,96.0,1.0,0.0
173.0,compromised,0.3218,12.0,97.0,1.0,0.0
174.0,normal,0.1712,38.0,88.0,1.0,0.0
174.0,compromised,0.1269,19.5,119.5,1.0,0.0
175.0,normal,0.1371,6.0,84.0,1.0,0.0
175.0,compromised,0.1563,247.5,141.5,1.0,0.0
176.0,normal,0.1281,27.0,96.0,1.0,0.0
176.0,compromised,0.2195,9.5,143.5,1.0,0.0
177.0,normal,0.2173,42.5,105.5,1.0,0.0
177.0,compromised,0.1813,16.5,117.5,1.0,0.0
178.0,normal,0.111,48.0,100.0,1.0,0.0
178.0,compromised,0.2414,107.0,130.0,1.0,0.0
179.0,normal,0.1052,38.0,81.0,1.0,0.0
179.0,compromised,0.4262,9.5,113.5,0.99,0.0
180.0,normal,0.1461,39.0,114.0,1.0,0.0
180.0,compromised,0.1502,68.0,93.0,1.0,0.0
181.0,normal,0.0912,37.0,124.0,1.0,0.0
181.0,compromised,0.5413,67.0,175.0,1.01,0.01
182.0,normal,0.1696,0.0,0.0,0.0,0.0
182.0,compromised,0.1965,57.0,115.0,1.01,0.01
183.0,normal,0.1031,24.0,98.0,1.0,0.0
183.0,compromised,0.128,25.0,100.0,1.01,0.01
184.0,normal,0.2163,10.5,166.5,1.0,0.0
184.0,compromised,0.3672,102.5,227.5,1.02,0.02
185.0,normal,0.1372,49.0,103.0,1.0,0.0
185.0,compromised,0.4837,64.5,123.5,1.0,0.0
186.0,normal,0.2166,62.0,85.0,1.0,0.0
186.0,compromised,1.1029,12.5,121.5,1.03,0.03
187.0,normal,0.1041,19.0,117.0,1.0,0.0
187.0,compromised,0.1585,12.0,95.0,1.03,0.03
188.0,normal,0.121,2.5,121.5,1.0,0.0
188.0,compromised,0.3507,97.5,121.5,1.01,0.01
189.0,normal,0.1348,54.0,107.0,1.0,0.0
189.0,compromised,0.1803,50.5,174.5,1.01,0.01
190.0,normal,0.1115,42.0,116.0,1.0,0.0
190.0,compromised,0.2622,44.0,71.0,1.05,0.05
191.0,normal,0.1298,94.0,94.0,1.0,0.0
191.0,compromised,0.3336,152.0,152.0,1.07,0.07
192.0,normal,0.1926,1.0,86.0,1.0,0.0
192.0,compromised,1.0056,55.5,84.5,0.99,0.0
193.0,normal,0.2281,0.0,0.0,0.0,0.0
193.0,compromised,0.3332,124.67,179.67,1.0,0.0
194.0,normal,0.0718,9.0,117.0,1.0,0.0
194.0,compromised,0.3341,26.0,142.0,1.0,0.0
195.0,normal,0.1714,44.0,102.0,1.0,0.0
195.0,compromised,0.4207,35.5,117.5,1.02,0.02
196.0,normal,0.12,15.0,109.0,1.0,0.0
196.0,compromised,0.1277,4.0,123.0,1.0,0.0
197.0,normal,0.2422,4.0,94.0,1.0,0.0
197.0,compromised,0.3627,22.0,135.0,1.03,0.03
198.0,normal,0.1613,19.0,98.0,1.0,0.0
198.0,compromised,0.1137,29.0,130.0,1.0,0.0
199.0,normal,0.1182,92.0,115.0,1.0,0.0
199.0,compromised,0.452,59.5,155.5,1.0,0.0
200.0,normal,0.1225,64.0,129.0,1.0,0.0
200.0,compromised,0.2264,75.0,126.0,1.0,0.0
201.0,normal,0.1464,83.0,83.0,1.0,0.0
201.0,compromised,0.214,65.5,130.5,1.01,0.01
202.0,normal,0.1643,31.0,146.0,1.0,0.0
202.0,compromised,0.229,12.5,141.5,1.0,0.0
203.0,normal,0.1685,32.0,87.0,1.0,0.0
203.0,compromised,0.4731,109.0,133.0,1.0,0.0
204.0,normal,0.1016,73.0,114.0,1.0,0.0
204.0,compromised,0.2277,124.67,183.33,1.0,0.0
205.0,normal,0.1128,13.0,124.0,1.0,0.0
205.0,compromised,0.5378,0.0,0.0,0.0,0.0
206.0,normal,0.2167,59.0,80.0,1.0,0.0
206.0,compromised,0.3331,6.5,104.5,1.0,0.0
207.0,normal,0.2059,30.0,120.0,1.0,0.0
207.0,compromised,0.2229,166.0,210.0,1.01,0.01
208.0,normal,0.1161,17.0,86.0,1.0,0.0
208.0,compromised,1.6404,20.0,121.0,1.02,0.02
209.0,normal,0.1745,114.0,139.0,1.0,0.0
209.0,compromised,0.3022,135.5,156.5,1.02,0.02
210.0,normal,0.1959,46.5,121.5,1.0,0.0
210.0,compromised,0.5791,18.5,126.5,1.03,0.03
211.0,normal,0.17,35.0,103.0,1.0,0.0
211.0,compromised,0.7563,78.5,111.5,1.01,0.01
212.0,normal,0.1101,41.0,121.0,1.0,0.0
212.0,compromised,0.1827,18.0,152.0,1.01,0.01
213.0,normal,0.1934,33.5,136.5,1.0,0.0
213.0,compromised,0.3388,42.5,175.5,1.01,0.01
214.0,normal,0.1554,73.0,112.0,1.0,0.0
214.0,compromised,1.0182,38.5,119.5,1.04,0.04
215.0,normal,0.1575,105.0,128.0,1.0,0.0
215.0,compromised,0.1562,97.0,123.0,1.04,0.04
216.0,normal,0.1779,87.0,102.0,1.0,0.0
216.0,compromised,0.3032,80.5,132.5,1.01,0.01
217.0,normal,0.2202,65.0,86.0,1.0,0.0
217.0,compromised,0.5899,79.5,123.5,1.01,0.01
218.0,normal,0.1744,32.5,158.5,1.0,0.0
218.0,compromised,0.312,27.5,151.5,1.0,0.0
219.0,normal,0.1342,71.0,115.0,1.0,0.0
219.0,compromised,0.7404,101.0,133.0,1.02,0.02
220.0,normal,0.1916,1.5,134.5,1.0,0.0
220.0,compromised,0.0916,28.0,114.0,0.99,0.0
221.0,normal,0.1097,68.0,110.0,1.0,0.0
221.0,compromised,0.3949,62.0,141.0,1.0,0.0
222.0,normal,0.0854,9.5,119.5,1.0,0.0
222.0,compromised,0.2135,114.0,84.0,1.03,0.03
223.0,normal,0.1909,43.0,120.0,1.0,0.0
223.0,compromised,0.7719,71.5,132.5,1.0,0.0
224.0,normal,0.1591,15.0,100.0,1.0,0.0
224.0,compromised,0.4875,114.0,170.0,1.02,0.02
225.0,normal,0.0642,12.0,131.0,1.0,0.0
225.0,compromised,0.0909,51.0,125.0,1.06,0.06
226.0,normal,0.2516,124.0,155.0,1.0,0.0
226.0,compromised,0.4283,61.0,130.0,1.0,0.0
227.0,normal,0.1257,104.0,125.0,1.0,0.0
227.0,compromised,0.7557,72.5,119.5,1.02,0.02
228.0,normal,0.1127,11.0,93.0,1.0,0.0
228.0,compromised,0.6508,55.0,120.0,1.02,0.02
229.0,normal,0.1149,26.0,118.0,1.0,0.0
229.0,compromised,0.1973,22.5,101.5,0.99,0.0
230.0,normal,0.1137,24.0,124.0,1.0,0.0
230.0,compromised,0.2897,64.0,154.0,1.01,0.01
231.0,normal,0.2327,86.0,0.0,1.0,0.0
231.0,compromised,0.1212,18.5,140.5,1.01,0.01
232.0,normal,0.1771,69.0,92.0,1.0,0.0
232.0,compromised,0.3229,0.0,0.0,1.0,0.0
233.0,normal,0.2114,89.0,129.0,1.0,0.0
233.0,compromised,0.5524,84.0,119.0,1.0,0.0
234.0,normal,0.1692,6.0,95.0,1.0,0.0
234.0,compromised,0.3887,48.5,132.5,0.98,0.0
235.0,normal,0.205,45.0,110.0,1.0,0.0
235.0,compromised,0.5657,7.0,155.0,1.0,0.0
236.0,normal,0.2784,69.0,92.0,1.0,0.0
236.0,compromised,0.8217,120.33,188.67,1.0,0.0
237.0,normal,0.2022,107.0,125.0,1.0,0.0
237.0,compromised,0.8744,19.0,114.0,1.0,0.0
238.0,normal,0.1114,20.0,116.0,1.0,0.0
238.0,compromised,0.2393,54.0,104.0,1.0,0.0
239.0,normal,0.1,83.0,116.0,1.0,0.0
239.0,compromised,0.3114,80.0,104.0,1.0,0.0
240.0,normal,0.2305,55.0,103.0,1.0,0.0
240.0,compromised,0.224,20.0,90.0,1.04,0.04
241.0,normal,0.1454,21.0,124.0,1.0,0.0
241.0,compromised,0.2098,43.5,150.5,1.0,0.0
242.0,normal,0.1515,0.0,0.0,0.0,0.0
242.0,compromised,0.1252,87.0,129.0,1.01,0.01
243.0,normal,0.1421,65.0,111.0,1.0,0.0
243.0,compromised,0.2921,66.5,116.5,1.04,0.04
244.0,normal,0.1369,9.0,147.0,1.0,0.0
244.0,compromised,0.7855,44.5,148.5,1.0,0.0
245.0,normal,0.29,33.5,102.5,1.0,0.0
245.0,compromised,0.1911,1.5,109.5,1.06,0.06
